Rank,Year,Movie,Worldwide,Domestic,International
554,2002,Sen to Chihiro no Kamikakushi,"$273,079,182 ","$10,049,886 ","$263,029,296 "
555,2010,Grown Ups,"$272,223,000 ","$162,001,186 ","$110,221,814 "
556,2009,The Princess and the Frog,"$270,997,378 ","$104,400,899 ","$166,596,479 "
557,2014,Neighbors,"$270,944,428 ","$150,086,800 ","$120,857,628 "
558,1993,The Firm,"$270,340,892 ","$158,340,892 ","$112,000,000 "
559,2014,Mr. Peabody & Sherman,"$269,806,430 ","$111,506,430 ","$158,300,000 "
560,2008,"10,000 B.C.","$269,065,678 ","$94,784,201 ","$174,281,477 "
561,1972,The Godfather,"$268,500,000 ","$134,966,411 ","$133,533,589 "
562,2014,Exodus: Gods and Kings,"$268,314,513 ","$65,014,513 ","$203,300,000 "
563,2010,The Expendables,"$268,268,174 ","$103,068,524 ","$165,199,650 "
564,1942,Bambi,"$268,000,000 ","$102,797,000 ","$165,203,000 "
565,2007,American Gangster,"$267,985,456 ","$130,164,645 ","$137,820,811 "
566,2013,We're the Millers,"$267,816,276 ","$150,394,119 ","$117,422,157 "
567,2002,xXx,"$267,200,000 ","$141,930,000 ","$125,270,000 "
568,1992,Batman Returns,"$266,824,291 ","$162,833,635 ","$103,990,656 "
569,2003,Something's Gotta Give,"$266,685,242 ","$124,685,242 ","$142,000,000 "
570,1993,Indecent Proposal,"$266,600,000 ","$106,614,059 ","$159,985,941 "
571,2018,Maze Runner: The Death Cure,"$265,878,536 ","$58,032,443 ","$207,846,093 "
572,2008,The Incredible Hulk,"$265,573,859 ","$134,806,913 ","$130,766,946 "
573,1995,Waterworld,"$264,246,220 ","$88,246,220 ","$176,000,000 "
574,1998,The Truman Show,"$264,118,201 ","$125,618,201 ","$138,500,000 "
575,1997,The Fifth Element,"$263,898,761 ","$63,570,862 ","$200,327,899 "
576,2004,Bridget Jones: The Edge Of Reason,"$263,894,551 ","$40,203,020 ","$223,691,531 "
577,2011,Real Steel,"$263,880,341 ","$85,463,309 ","$178,417,032 "
578,1950,Cinderella,"$263,591,415 ","$85,000,000 ","$178,591,415 "
579,2017,Baahubali 2: The Conclusion,"$263,502,914 ","$18,985,794 ","$244,517,120 "
580,2013,Epic,"$262,794,441 ","$107,518,682 ","$155,275,759 "
581,1995,Jumanji,"$262,758,310 ","$100,458,310 ","$162,300,000 "
582,2006,Borat,"$261,443,242 ","$128,505,958 ","$132,937,284 "
583,1990,Total Recall,"$261,400,000 ","$119,394,839 ","$142,005,161 "
584,1997,The Full Monty,"$261,249,383 ","$45,950,122 ","$215,299,261 "
585,2005,Robots,"$260,636,271 ","$128,200,012 ","$132,436,259 "
586,2013,The Lone Ranger,"$260,002,115 ","$89,302,115 ","$170,700,000 "
587,2000,Charlie's Angels,"$259,736,090 ","$125,305,545 ","$134,430,545 "
588,2010,Knight and Day,"$258,751,370 ","$76,423,035 ","$182,328,335 "
589,2017,Blade Runner 2049,"$258,426,830 ","$92,054,159 ","$166,372,671 "
590,1985,Out of Africa,"$258,210,860 ","$79,096,868 ","$179,113,992 "
591,2011,Super 8,"$257,972,745 ","$127,004,179 ","$130,968,566 "
592,2014,Paddington,"$257,930,343 ","$76,223,578 ","$181,706,765 "
593,2013,American Hustle,"$257,858,943 ","$150,098,456 ","$107,760,487 "
594,2000,Erin Brockovich,"$257,805,243 ","$125,548,685 ","$132,256,558 "
595,2004,The Village,"$257,641,634 ","$114,197,520 ","$143,444,114 "
596,2014,Annabelle,"$256,862,920 ","$84,273,813 ","$172,589,107 "
597,2007,Rush Hour 3,"$256,585,882 ","$140,125,968 ","$116,459,914 "
598,1997,Bean,"$256,574,128 ","$45,334,169 ","$211,239,959 "
599,2019,Us,"$256,169,079 ","$175,084,580 ","$81,084,499 "
600,2017,Gong fu yu jia,"$256,004,127 ","$362,657 ","$255,641,470 "
601,2019,Fei Chi Ren Sheng,"$255,832,826 ",,"$255,832,826 "
602,2014,The Taking of Tiger Mountain,"$255,742,933 ","$222,964 ","$255,519,969 "
603,2018,Halloween,"$255,490,178 ","$159,347,015 ","$96,143,163 "
604,1993,Cliffhanger,"$255,000,000 ","$84,049,211 ","$170,950,789 "
605,2019,Gisaengchung,"$254,702,675 ","$53,369,745 ","$201,332,930 "
606,2007,Wild Hogs,"$253,555,383 ","$168,213,584 ","$85,341,799 "
607,2019,Men in Black: International,"$253,020,464 ","$80,001,807 ","$173,018,657 "
608,2017,Get Out,"$252,575,499 ","$176,040,665 ","$76,534,834 "
609,2010,True Grit,"$252,276,928 ","$171,243,005 ","$81,033,923 "
610,2009,Michael Jackson's This Is It,"$252,091,016 ","$72,091,016 ","$180,000,000 "
611,2013,After Earth,"$251,499,665 ","$60,522,097 ","$190,977,568 "
612,1998,You’ve Got Mail,"$250,800,000 ","$115,821,495 ","$134,978,505 "
613,1997,Hercules,"$250,700,000 ","$99,112,101 ","$151,587,899 "
614,1998,Enemy of the State,"$250,649,836 ","$111,549,836 ","$139,100,000 "
615,2020,Dolittle,"$250,482,863 ","$77,047,065 ","$173,435,798 "
616,2003,Brother Bear,"$250,397,798 ","$85,336,277 ","$165,061,521 "
617,2019,Terminator: Dark Fate,"$250,372,367 ","$62,253,077 ","$188,119,290 "
618,1996,Space Jam,"$250,180,384 ","$90,463,534 ","$159,716,850 "
619,2015,The Peanuts Movie,"$250,091,610 ","$130,178,411 ","$119,913,199 "
620,2015,Alvin and the Chipmunks: The Road Chip,"$249,517,956 ","$85,886,987 ","$163,630,969 "
621,2006,Eragon,"$249,488,115 ","$75,030,163 ","$174,457,952 "
622,2017,Xi You Fu Yao Pian,"$248,805,149 ","$880,346 ","$247,924,803 "
623,2015,The Ghouls,"$248,692,722 ","$1,243,810 ","$247,448,912 "
624,1999,The Blair Witch Project,"$248,300,000 ","$140,539,099 ","$107,760,901 "
625,2003,Love Actually,"$248,282,570 ","$59,472,278 ","$188,810,292 "
626,2002,The Ring,"$248,218,486 ","$129,094,024 ","$119,124,462 "
627,2000,Unbreakable,"$248,099,143 ","$94,999,143 ","$153,100,000 "
628,2008,Marley & Me,"$247,812,011 ","$143,153,751 ","$104,658,260 "
629,2008,Bienvenue chez les Ch'tis,"$247,474,497 ","$1,477,650 ","$245,996,847 "
630,2013,Grown Ups 2,"$247,023,808 ","$133,668,525 ","$113,355,283 "
631,2019,Glass,"$246,999,039 ","$111,048,468 ","$135,950,571 "
632,1994,Dumb & Dumber,"$246,400,000 ","$127,175,374 ","$119,224,626 "
633,2019,Dark Phoenix,"$246,356,895 ","$65,845,974 ","$180,510,921 "
634,1995,Babe,"$246,100,000 ","$63,658,910 ","$182,441,090 "
635,2002,Lilo & Stitch,"$245,800,000 ","$145,771,527 ","$100,028,473 "
636,2002,8 Mile,"$245,768,384 ","$116,724,075 ","$129,044,309 "
637,2011,Rango,"$245,724,600 ","$123,477,607 ","$122,246,993 "
638,2016,Teenage Mutant Ninja Turtles: Out of …,"$245,328,374 ","$82,051,601 ","$163,276,773 "
639,1998,Rush Hour,"$245,300,000 ","$141,186,864 ","$104,113,136 "
640,2019,Lie huo ying xiong,"$245,179,530 ","$290,217 ","$244,889,313 "
641,2003,Hulk,"$245,031,679 ","$132,177,234 ","$112,854,445 "
642,1990,Back to the Future Part III,"$244,087,268 ","$88,055,283 ","$156,031,985 "
643,2015,Pixels,"$244,041,804 ","$78,765,986 ","$165,275,818 "
644,2014,Hercules,"$243,388,614 ","$72,688,614 ","$170,700,000 "
645,2008,Journey to the Center of the Earth,"$243,180,937 ","$101,704,370 ","$141,476,567 "
646,2014,RoboCop,"$242,981,799 ","$58,607,007 ","$184,374,792 "
647,1994,Four Weddings and a Funeral,"$242,895,809 ","$52,700,832 ","$190,194,977 "
648,2015,Daddy’s Home,"$241,504,989 ","$150,357,137 ","$91,147,852 "
649,1997,Face/Off,"$241,200,000 ","$112,276,146 ","$128,923,854 "
650,2016,Assassin’s Creed,"$240,759,682 ","$54,647,948 ","$186,111,734 "
651,2012,Resident Evil: Retribution,"$240,647,629 ","$42,345,531 ","$198,302,098 "
652,1990,Die Hard 2,"$239,814,025 ","$117,323,878 ","$122,490,147 "
653,1988,Crocodile Dundee 2,"$239,606,210 ","$109,306,210 ","$130,300,000 "
654,1989,Dead Poets Society,"$239,500,000 ","$95,860,116 ","$143,639,884 "
655,2011,The Girl with the Dragon Tattoo,"$239,373,970 ","$102,515,793 ","$136,858,177 "
656,1984,Grand Canyon: The Hidden Secrets,"$239,000,000 ","$52,800,000 ","$186,200,000 "
657,2016,Sully,"$238,524,556 ","$125,070,033 ","$113,454,523 "
658,2017,Alien: Covenant,"$238,521,247 ","$74,262,031 ","$164,259,216 "
659,1997,Batman & Robin,"$238,317,814 ","$107,325,195 ","$130,992,619 "
660,2012,Dark Shadows,"$238,202,668 ","$79,727,149 ","$158,475,519 "
661,2018,Crazy Rich Asians,"$238,099,711 ","$174,532,921 ","$63,566,790 "
662,2013,Disney Planes,"$238,059,569 ","$90,282,580 ","$147,776,989 "
663,2005,Hauru no ugoku shiro,"$237,814,327 ","$4,710,455 ","$233,103,872 "
664,2006,Click,"$237,685,089 ","$137,355,633 ","$100,329,456 "
665,2008,The Day the Earth Stood Still,"$237,370,350 ","$79,366,978 ","$158,003,372 "
666,2015,Gang jiong,"$237,273,381 ","$1,302,281 ","$235,971,100 "
667,2009,Cloudy with a Chance of Meatballs,"$236,827,677 ","$124,870,275 ","$111,957,402 "
668,2012,American Reunion,"$236,799,211 ","$56,758,835 ","$180,040,376 "
669,1992,A Few Good Men,"$236,500,000 ","$141,340,178 ","$95,159,822 "
670,2012,Silver Linings Playbook,"$236,412,453 ","$132,092,958 ","$104,319,495 "
671,2003,2 Fast 2 Furious,"$236,410,607 ","$127,120,058 ","$109,290,549 "
672,2001,Artificial Intelligence: AI,"$235,900,000 ","$78,616,689 ","$157,283,311 "
673,2007,Mr. Bean’s Holiday,"$234,981,342 ","$33,302,167 ","$201,679,175 "
674,1999,American Pie,"$234,723,148 ","$101,800,948 ","$132,922,200 "
675,1996,Eraser,"$234,400,000 ","$101,295,562 ","$133,104,438 "
676,1998,The Mask of Zorro,"$233,700,000 ","$93,828,745 ","$139,871,255 "
677,2020,Jiang Ziya,"$233,289,857 ","$211,043 ","$233,078,814 "
678,2000,Gone in 60 Seconds,"$232,643,008 ","$101,643,008 ","$131,000,000 "
679,2015,Spy!,"$232,585,748 ","$110,825,712 ","$121,760,036 "
680,2003,American Wedding,"$232,354,205 ","$104,354,205 ","$128,000,000 "
681,2010,Gulliver's Travels,"$232,017,848 ","$42,779,261 ","$189,238,587 "
682,2004,Million Dollar Baby,"$231,928,227 ","$100,492,203 ","$131,436,024 "
683,2016,Hidden Figures,"$231,771,716 ","$169,607,287 ","$62,164,429 "
684,1996,The English Patient,"$231,710,008 ","$78,716,374 ","$152,993,634 "
685,1992,Sister Act,"$231,600,000 ","$139,605,150 ","$91,994,850 "
686,2007,Juno,"$231,450,102 ","$143,495,265 ","$87,954,837 "
687,2019,Shao Nian De Ni,"$230,001,031 ","$1,921,657 ","$228,079,374 "
688,2013,The Heat,"$229,727,774 ","$159,581,587 ","$70,146,187 "
689,2007,Ghost Rider,"$229,545,589 ","$115,802,596 ","$113,742,993 "
690,1998,La vita è bella,"$229,375,361 ","$57,598,247 ","$171,777,114 "
691,2011,The Green Hornet,"$229,155,503 ","$98,780,042 ","$130,375,461 "
692,2016,Ghostbusters,"$229,008,658 ","$128,350,574 ","$100,658,084 "
693,1999,Big Daddy,"$228,641,283 ","$163,479,795 ","$65,161,488 "
694,2019,Annabelle Comes Home,"$228,517,113 ","$74,152,591 ","$154,364,522 "
695,2017,Baby Driver,"$228,104,185 ","$107,825,862 ","$120,278,323 "
696,1993,Sleepless in Seattle,"$227,899,326 ","$126,680,884 ","$101,218,442 "
697,2000,Chicken Run,"$227,793,915 ","$106,793,915 ","$121,000,000 "
698,2014,The Imitation Game,"$227,740,463 ","$91,125,143 ","$136,615,320 "
699,1989,Lethal Weapon 2,"$227,300,000 ","$147,253,986 ","$80,046,014 "
700,2003,Charlie's Angels: Full Throttle,"$227,163,273 ","$100,814,328 ","$126,348,945 "
701,2012,Argo,"$227,140,757 ","$136,025,503 ","$91,115,254 "
702,2017,Fang Hua,"$227,089,269 ","$1,891,956 ","$225,197,313 "
703,2008,Taken,"$226,941,585 ","$145,000,989 ","$81,940,596 "
704,2008,Get Smart,"$226,739,416 ","$130,319,208 ","$96,420,208 "
705,2008,Yes Man,"$225,990,976 ","$97,690,976 ","$128,300,000 "
706,1997,Good Will Hunting,"$225,925,989 ","$138,433,435 ","$87,492,554 "
707,1976,Rocky,"$225,000,000 ","$117,235,147 ","$107,764,853 "
708,2010,The Social Network,"$224,922,135 ","$96,962,694 ","$127,959,441 "
709,2009,It’s Complicated,"$224,614,744 ","$112,735,375 ","$111,879,369 "
710,2019,Ford v. Ferrari,"$224,449,896 ","$117,624,357 ","$106,825,539 "
711,1997,Con Air,"$224,117,573 ","$101,117,573 ","$123,000,000 "
712,1994,Interview with the Vampire,"$223,564,608 ","$105,264,608 ","$118,300,000 "
713,2010,Percy Jackson & the Olympians: The Li…,"$223,050,874 ","$88,768,303 ","$134,282,571 "
714,1989,"Honey, I Shrunk the Kids","$222,700,000 ","$130,724,172 ","$91,975,828 "
715,2008,Jumper,"$222,640,812 ","$80,172,128 ","$142,468,684 "
716,2014,Non-Stop,"$222,383,055 ","$91,742,160 ","$130,640,895 "
717,1989,The Little Mermaid,"$222,299,758 ","$111,543,479 ","$110,756,279 "
718,2005,Constantine,"$221,593,554 ","$75,976,178 ","$145,617,376 "
719,2008,Bedtime Stories,"$221,468,935 ","$110,101,975 ","$111,366,960 "
720,2003,Elf,"$221,464,732 ","$174,626,840 ","$46,837,892 "
721,1990,Presumed Innocent,"$221,300,000 ","$86,303,188 ","$134,996,812 "
722,2015,Everest,"$221,297,061 ","$43,482,270 ","$177,814,791 "
723,1999,Wild Wild West,"$221,229,335 ","$113,805,681 ","$107,423,654 "
724,2004,Fahrenheit 9/11,"$221,148,959 ","$119,114,517 ","$102,034,442 "
725,2017,Geostorm,"$220,796,009 ","$33,700,160 ","$187,095,849 "
726,2013,Captain Phillips,"$220,648,184 ","$107,136,417 ","$113,511,767 "
727,2014,Dracula Untold,"$220,241,723 ","$55,991,880 ","$164,249,843 "
728,2011,Green Lantern,"$219,535,492 ","$116,601,172 ","$102,934,320 "
729,2016,Inferno,"$219,519,367 ","$34,343,574 ","$185,175,793 "
730,2007,Knocked Up,"$219,265,952 ","$148,761,765 ","$70,504,187 "
731,2005,Kingdom of Heaven,"$218,675,751 ","$47,398,413 ","$171,277,338 "
732,2004,The Terminal,"$218,673,959 ","$77,073,959 ","$141,600,000 "
733,1998,The Prince of Egypt,"$218,613,188 ","$101,413,188 ","$117,200,000 "
734,2008,What Happens in Vegas...,"$218,535,708 ","$80,277,646 ","$138,258,062 "
735,2010,The Sorcerer's Apprentice,"$217,986,320 ","$63,150,991 ","$154,835,329 "
736,2004,Collateral,"$217,602,967 ","$100,170,152 ","$117,432,815 "
737,2010,Valentine's Day,"$217,569,328 ","$110,485,654 ","$107,083,674 "
738,2012,Jack Reacher,"$217,370,736 ","$80,070,736 ","$137,300,000 "
739,2015,Ted 2,"$217,214,143 ","$81,476,385 ","$135,737,758 "
740,2016,Central Intelligence,"$217,194,805 ","$127,440,871 ","$89,753,934 "
741,2019,Little Women,"$216,889,757 ","$108,095,955 ","$108,793,802 "
742,1988,Twins,"$216,600,000 ","$111,936,388 ","$104,663,612 "
743,2017,The Emoji Movie,"$216,564,840 ","$86,089,513 ","$130,475,327 "
744,1992,Bram Stoker's Dracula,"$215,862,692 ","$82,522,790 ","$133,339,902 "
745,1989,Ghostbusters II,"$215,500,000 ","$112,494,738 ","$103,005,262 "
746,2011,Bad Teacher,"$215,448,997 ","$100,292,856 ","$115,156,141 "
747,2000,The Patriot,"$215,300,000 ","$113,330,342 ","$101,969,658 "
748,2017,Valerian and the City of a Thousand P…,"$215,098,356 ","$40,479,370 ","$174,618,986 "
749,2008,Australia,"$215,080,810 ","$49,554,002 ","$165,526,808 "
750,2011,Just Go With It,"$214,974,953 ","$103,028,109 ","$111,946,844 "
751,2013,Hansel & Gretel: Witch Hunters,"$214,949,716 ","$55,703,475 ","$159,246,241 "
752,2005,Flightplan,"$214,392,904 ","$89,706,988 ","$124,685,916 "
753,2002,The Bourne Identity,"$214,357,371 ","$121,468,960 ","$92,888,411 "
754,2015,Xia Luo Te Fan Nao,"$213,949,747 ","$1,289,195 ","$212,660,552 "
755,1987,Dirty Dancing,"$213,893,795 ","$63,892,689 ","$150,001,106 "
756,2018,Smallfoot,"$213,682,073 ","$83,240,103 ","$130,441,970 "
757,2018,Creed II,"$213,591,522 ","$115,715,889 ","$97,875,633 "
758,2000,"Crouching Tiger, Hidden Dragon","$213,514,672 ","$128,067,808 ","$85,446,864 "
759,2000,Vertical Limit,"$213,500,000 ","$68,473,360 ","$145,026,640 "
760,2011,Battle: Los Angeles,"$213,463,976 ","$83,552,429 ","$129,911,547 "
761,2000,Miss Congeniality,"$213,420,951 ","$106,807,667 ","$106,613,284 "
762,2011,The Help,"$213,120,004 ","$169,705,587 ","$43,414,417 "
763,2014,Into the Woods,"$213,116,401 ","$128,002,372 ","$85,114,029 "
764,2004,Lemony Snicket's A Series of Unfortun…,"$212,956,024 ","$118,627,117 ","$94,328,907 "
765,2003,Master and Commander: The Far Side of…,"$212,912,137 ","$93,926,386 ","$118,985,751 "
766,1994,Pulp Fiction,"$212,894,846 ","$107,928,762 ","$104,966,084 "
767,2009,District 9,"$212,453,431 ","$115,646,235 ","$96,807,196 "
768,2011,Horrible Bosses,"$212,417,601 ","$117,538,559 ","$94,879,042 "
769,1995,Ace Ventura: When Nature Calls,"$212,400,000 ","$108,360,063 ","$104,039,937 "
770,2009,Public Enemies,"$212,282,709 ","$97,104,620 ","$115,178,089 "
771,1994,Disclosure,"$212,200,000 ","$83,015,089 ","$129,184,911 "
772,1999,End of Days,"$212,026,975 ","$66,889,043 ","$145,137,932 "
773,2012,Total Recall,"$211,856,088 ","$58,877,969 ","$152,978,119 "
774,2010,Due Date,"$211,739,043 ","$100,539,043 ","$111,200,000 "
775,1999,Entrapment,"$211,700,000 ","$87,707,396 ","$123,992,604 "
776,2011,Immortals,"$211,562,435 ","$83,504,017 ","$128,058,418 "
777,2014,Fury,"$210,315,681 ","$85,817,906 ","$124,497,775 "
778,1979,Moonraker,"$210,300,000 ","$70,300,000 ","$140,000,000 "
779,2014,The Expendables 3,"$209,461,378 ","$39,322,544 ","$170,138,834 "
780,2018,Hou Lai De Wo Men,"$209,221,328 ",,"$209,221,328 "
781,1995,Braveheart,"$209,045,244 ","$75,545,647 ","$133,499,597 "
782,1978,Jaws 2,"$208,900,376 ","$102,922,376 ","$105,978,000 "
783,2012,Safe House,"$208,542,162 ","$126,181,630 ","$82,360,532 "
784,2004,The Aviator,"$208,370,892 ","$102,608,827 ","$105,762,065 "
785,2000,Traffic,"$208,300,000 ","$124,107,476 ","$84,192,524 "
786,2016,Me Before You,"$208,265,198 ","$56,245,075 ","$152,020,123 "
787,2004,Garfield: The Movie,"$208,094,550 ","$75,367,693 ","$132,726,857 "
788,2013,Xi you xiang mo pian,"$207,927,982 ","$18,058 ","$207,909,924 "
789,2001,The Others,"$207,765,056 ","$96,522,687 ","$111,242,369 "
790,1994,Clear and Present Danger,"$207,500,000 ","$122,012,656 ","$85,487,344 "
791,2003,S.W.A.T.,"$207,154,748 ","$116,877,597 ","$90,277,151 "
792,1999,Sleepy Hollow,"$207,068,340 ","$101,068,340 ","$106,000,000 "
793,2011,Paranormal Activity 3,"$207,039,844 ","$104,028,807 ","$103,011,037 "
794,2015,Tomorrowland,"$206,627,518 ","$93,436,322 ","$113,191,196 "
795,2010,Eat Pray Love,"$206,598,789 ","$80,574,010 ","$126,024,779 "
796,2001,The Fast and the Furious,"$206,458,372 ","$144,512,310 ","$61,946,062 "
797,2002,Red Dragon,"$206,455,420 ","$92,955,420 ","$113,500,000 "
798,2016,Bridget Jones’s Baby,"$205,822,688 ","$24,139,805 ","$181,682,883 "
799,2006,The Break-Up,"$205,727,307 ","$118,703,275 ","$87,024,032 "
800,2013,White House Down,"$205,440,387 ","$73,103,784 ","$132,336,603 "
801,1991,JFK,"$205,400,000 ","$70,405,498 ","$134,994,502 "
802,2012,Ren zai jiong tu zhi tai jiong,"$205,400,000 ",,"$205,400,000 "
803,2009,Gake no ue no Ponyo,"$205,312,666 ","$15,090,399 ","$190,222,267 "
804,2009,The Ugly Truth,"$205,298,907 ","$88,915,214 ","$116,383,693 "
805,2006,The Holiday,"$205,190,324 ","$63,280,000 ","$141,910,324 "
806,2010,Yogi Bear,"$204,774,690 ","$100,246,011 ","$104,528,679 "
807,2008,Valkyrie,"$203,932,174 ","$83,107,829 ","$120,824,345 "
808,2004,King Arthur,"$203,653,524 ","$51,877,963 ","$151,775,561 "
809,1979,Alien,"$203,626,500 ","$80,930,630 ","$122,695,870 "
810,2016,Arrival,"$203,127,894 ","$100,546,139 ","$102,581,755 "
811,2017,A Dog’s Purpose,"$203,055,427 ","$64,321,890 ","$138,733,537 "
812,2005,Fun With Dick And Jane,"$203,018,919 ","$110,550,000 ","$92,468,919 "
813,2008,You Don't Mess With the Zohan,"$202,910,991 ","$100,018,837 ","$102,892,154 "
814,2007,Hairspray,"$202,822,861 ","$118,871,849 ","$83,951,012 "
815,2012,21 Jump Street,"$202,812,429 ","$138,447,667 ","$64,364,762 "
816,2001,Vanilla Sky,"$202,726,605 ","$100,614,858 ","$102,111,747 "
817,2015,Straight Outta Compton,"$202,182,981 ","$161,197,785 ","$40,985,196 "
818,1998,Patch Adams,"$202,173,000 ","$135,014,968 ","$67,158,032 "
819,1990,Teenage Mutant Ninja Turtles,"$202,000,000 ","$135,265,915 ","$66,734,085 "
820,1990,Kindergarten Cop,"$202,000,000 ","$91,457,688 ","$110,542,312 "
821,2020,Birds of Prey (And the Fantabulous Em…,"$201,858,461 ","$84,158,461 ","$117,700,000 "
822,1983,Flashdance,"$201,463,574 ","$90,463,574 ","$111,000,000 "
823,1993,Philadelphia,"$201,324,422 ","$77,324,422 ","$124,000,000 "
824,2013,Percy Jackson: Sea of Monsters,"$200,859,554 ","$68,559,554 ","$132,300,000 "
825,2001,Cats & Dogs,"$200,700,000 ","$93,375,151 ","$107,324,849 "
826,1990,The Hunt for Red October,"$200,500,000 ","$120,709,866 ","$79,790,134 "
827,1979,Rocky 2,"$200,182,160 ","$85,182,160 ","$115,000,000 "
828,2019,The Addams Family,"$199,933,101 ","$97,185,807 ","$102,747,294 "
829,2016,The BFG,"$199,646,680 ","$55,483,770 ","$144,162,910 "
830,2019,Wu Sha,"$199,276,793 ",,"$199,276,793 "
831,2002,Two Weeks Notice,"$199,043,309 ","$93,354,918 ","$105,688,391 "
832,1998,City of Angels,"$198,750,909 ","$78,750,909 ","$120,000,000 "
833,2018,Yi Chu Hao Xi,"$198,330,770 ","$670,883 ","$197,659,887 "
834,2005,The Pacifier,"$198,006,880 ","$113,006,880 ","$85,000,000 "
835,2001,Spy Kids,"$197,692,062 ","$112,692,062 ","$85,000,000 "
836,2013,Jack the Giant Slayer,"$197,687,603 ","$65,187,603 ","$132,500,000 "
837,2012,The Vow,"$197,618,160 ","$125,014,030 ","$72,604,130 "
838,2005,Wallace & Gromit: The Curse of the We…,"$197,593,152 ","$56,068,547 ","$141,524,605 "
839,2017,Smurfs: The Lost Village,"$197,578,586 ","$45,020,282 ","$152,558,304 "
840,2018,Christopher Robin,"$197,504,758 ","$99,215,042 ","$98,289,716 "
841,2015,The Intern,"$197,115,710 ","$75,764,672 ","$121,351,038 "
842,1994,Stargate,"$196,565,669 ","$71,565,669 ","$125,000,000 "
843,2010,Red,"$196,439,693 ","$90,380,162 ","$106,059,531 "
844,2004,50 First Dates,"$196,320,329 ","$120,776,832 ","$75,543,497 "
845,2002,Panic Room,"$196,308,367 ","$95,308,367 ","$101,000,000 "
846,2017,The Shape of Water,"$195,790,794 ","$63,859,435 ","$131,931,359 "
847,2003,Anger Management,"$195,484,552 ","$135,560,942 ","$59,923,610 "
848,1981,For Your Eyes Only,"$195,300,000 ","$54,800,000 ","$140,500,000 "
849,2016,London Has Fallen,"$195,194,085 ","$62,524,260 ","$132,669,825 "
850,2014,The Other Woman,"$195,111,193 ","$83,911,193 ","$111,200,000 "
851,2007,Beowulf,"$195,080,579 ","$82,280,579 ","$112,800,000 "
852,2009,Paranormal Activity,"$194,183,034 ","$107,918,810 ","$86,264,224 "
853,2014,Need for Speed,"$194,169,619 ","$43,568,507 ","$150,601,112 "
854,2016,Xi You Ji zhi Sun Wu Kong San Da Bai …,"$194,058,503 ","$709,982 ","$193,348,521 "
855,2019,Downton Abbey,"$194,051,302 ","$96,853,865 ","$97,197,437 "
856,2011,Gnomeo and Juliet,"$193,737,977 ","$99,967,670 ","$93,770,307 "
857,2002,The Sum of All Fears,"$193,500,000 ","$118,471,320 ","$75,028,680 "
858,2017,Paddington 2,"$193,467,754 ","$40,891,591 ","$152,576,163 "
859,2014,The Equalizer,"$192,903,624 ","$101,530,738 ","$91,372,886 "
860,2019,Yip Man 4,"$192,617,891 ","$3,956,031 ","$188,661,860 "
861,2019,Rocketman,"$192,137,020 ","$96,368,160 ","$95,768,860 "
862,2006,Open Season,"$191,932,158 ","$85,105,259 ","$106,826,899 "
863,2005,The Longest Yard,"$191,558,505 ","$158,119,460 ","$33,439,045 "
864,1991,The Addams Family,"$191,502,246 ","$113,502,246 ","$78,000,000 "
865,1987,The Living Daylights,"$191,200,000 ","$51,185,000 ","$140,015,000 "
866,2000,Hollow Man,"$191,200,000 ","$73,209,340 ","$117,990,660 "
867,2008,Tropic Thunder,"$191,145,256 ","$110,515,313 ","$80,629,943 "
868,1981,Superman II,"$190,400,000 ","$108,185,706 ","$82,214,294 "
869,2018,The Equalizer 2,"$190,376,181 ","$102,084,362 ","$88,291,819 "
870,2003,Cheaper by the Dozen,"$190,212,113 ","$138,614,544 ","$51,597,569 "
871,2019,Tenki no Ko,"$190,208,169 ","$7,798,703 ","$182,409,466 "
872,1998,The Waterboy,"$190,191,646 ","$161,491,646 ","$28,700,000 "
873,2019,The LEGO Movie 2: The Second Part,"$190,131,036 ","$105,806,508 ","$84,324,528 "
874,1995,Outbreak,"$190,023,573 ","$67,823,573 ","$122,200,000 "
875,1994,The Santa Clause,"$189,800,000 ","$144,833,357 ","$44,966,643 "
876,2011,Mr. Poppers's Penguins,"$189,624,452 ","$68,224,452 ","$121,400,000 "
877,1998,The X Files: Fight the Future,"$189,176,423 ","$83,898,313 ","$105,278,110 "
878,2014,Xin Hua Lu Fang,"$188,744,961 ","$774,961 ","$187,970,000 "
879,1988,Rambo III,"$188,715,611 ","$53,715,611 ","$135,000,000 "
880,2011,Hop,"$188,657,593 ","$108,085,305 ","$80,572,288 "
881,1993,The Pelican Brief,"$187,995,859 ","$100,768,056 ","$87,227,803 "
882,2019,Abominable,"$187,886,443 ","$60,716,390 ","$127,170,053 "
883,2013,The Secret Life of Walter Mitty,"$187,861,183 ","$58,236,838 ","$129,624,345 "
884,2005,Walk the Line,"$187,707,495 ","$119,519,402 ","$68,188,093 "
885,1983,Octopussy,"$187,500,000 ","$67,900,000 ","$119,600,000 "
886,1995,Heat,"$187,433,328 ","$67,436,818 ","$119,996,510 "
887,2009,The Final Destination,"$187,384,627 ","$66,477,700 ","$120,906,927 "
888,1993,In the Line of Fire,"$187,343,874 ","$102,243,874 ","$85,100,000 "
889,2004,The Grudge,"$187,281,115 ","$110,359,362 ","$76,921,753 "
890,2009,Watchmen,"$186,976,250 ","$107,509,799 ","$79,466,451 "
